Year,Calendar Day,Despatch Consumption Balance (Dcb) Or Internal Consumption Balance (Icb),Type Of Mode : Pithead Or Non-Pithead,"Number Of Coal Plants (UOM:Number), Scaling Factor:1","Capacity Of The Coal Plant (UOM:MW(MegaWatt)), Scaling Factor:1","Daily Requirement (UOM:t(Tonne)), Scaling Factor:1000","Domestic Stock (UOM:t(Tonne)), Scaling Factor:1000","Imported Stock  (UOM:t(Tonne)), Scaling Factor:1000","Normative Stock (UOM:t(Tonne)), Scaling Factor:1000","Percentage Of Actual Stock Vis-A-Vis Normative Stock  (UOM:%(Percentage)), Scaling Factor:1"
"Calendar Year (Jan - Dec), 2021",2021-07-07,,Pithead,16,34400.000000000000,458.9200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-07,,Non-Pithead,118,132656.000000000000,1489.2000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-06,,Pithead,16,34400.000000000000,458.9700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-06,,Non-Pithead,118,132656.000000000000,1485.7600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-05,,Pithead,16,34400.000000000000,461.7100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-05,,Non-Pithead,118,132656.000000000000,1480.0000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-04,,Pithead,16,34400.000000000000,463.8100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-04,,Non-Pithead,118,132656.000000000000,1475.8900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-03,,Pithead,16,34400.000000000000,462.7800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-03,,Non-Pithead,118,132656.000000000000,1477.1800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-02,,Pithead,16,34400.000000000000,459.8700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-02,,Non-Pithead,118,132656.000000000000,1481.0600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-01,,Pithead,16,34400.000000000000,459.8300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-07-01,,Non-Pithead,118,132656.000000000000,1480.0500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-30,,Pithead,16,34400.000000000000,463.6600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-30,,Non-Pithead,118,132656.000000000000,1474.4900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-29,,Pithead,16,34400.000000000000,465.4900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-29,,Non-Pithead,118,132656.000000000000,1457.5100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-28,,Pithead,16,34400.000000000000,463.9300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-28,,Non-Pithead,118,132656.000000000000,1443.0700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-27,,Pithead,16,34400.000000000000,455.7100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-27,,Non-Pithead,118,132656.000000000000,1430.3300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-24,,Pithead,16,34400.000000000000,461.1700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-24,,Non-Pithead,118,132656.000000000000,1409.0200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-23,,Pithead,16,34400.000000000000,456.5900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-23,,Non-Pithead,118,132656.000000000000,1394.9700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-22,,Pithead,16,34400.000000000000,452.8600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-22,,Non-Pithead,118,132656.000000000000,1378.4300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-21,,Pithead,16,34400.000000000000,453.8400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-21,,Non-Pithead,118,132656.000000000000,1368.1600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-20,,Pithead,16,34400.000000000000,457.4000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-20,,Non-Pithead,119,132866.000000000000,1359.0300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-19,,Pithead,16,34400.000000000000,458.5700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-19,,Non-Pithead,119,132866.000000000000,1350.5600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-18,,Pithead,16,34400.000000000000,455.8900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-18,,Non-Pithead,119,132866.000000000000,1340.8200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-17,,Pithead,16,34400.000000000000,456.3900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-17,,Non-Pithead,119,132866.000000000000,1340.8400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-16,,Pithead,17,34860.000000000000,465.1100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-16,,Non-Pithead,120,133106.000000000000,1346.4000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-15,,Pithead,17,34860.000000000000,468.0700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-15,,Non-Pithead,120,133106.000000000000,1350.3800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-14,,Pithead,17,34860.000000000000,469.5600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-14,,Non-Pithead,120,133106.000000000000,1354.5700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-13,,Pithead,17,34860.000000000000,474.5700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-13,,Non-Pithead,120,133106.000000000000,1362.8500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-12,,Pithead,17,34860.000000000000,479.1800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-12,,Non-Pithead,120,133106.000000000000,1371.1500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-11,,Pithead,17,34860.000000000000,483.4800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-11,,Non-Pithead,120,133106.000000000000,1393.2900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-10,,Pithead,17,34860.000000000000,485.6600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-10,,Non-Pithead,120,133106.000000000000,1404.5200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-09,,Pithead,17,34860.000000000000,487.9800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-09,,Non-Pithead,120,133106.000000000000,1407.5400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-08,,Pithead,17,34860.000000000000,485.4100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-08,,Non-Pithead,120,133106.000000000000,1399.9400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-07,,Pithead,17,34860.000000000000,487.7300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-07,,Non-Pithead,120,133106.000000000000,1392.7800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-06,,Pithead,17,34860.000000000000,490.3600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-06,,Non-Pithead,120,133106.000000000000,1385.4000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-05,,Pithead,17,34860.000000000000,492.8100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-05,,Non-Pithead,120,133106.000000000000,1384.2400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-04,,Pithead,17,34860.000000000000,492.5400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-04,,Non-Pithead,120,133106.000000000000,1378.3500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-03,,Pithead,17,34860.000000000000,490.4100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-03,,Non-Pithead,120,133106.000000000000,1368.9900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-02,,Pithead,17,34860.000000000000,485.2400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-02,,Non-Pithead,120,133106.000000000000,1365.1000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-01,,Pithead,17,34860.000000000000,483.2500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-06-01,,Non-Pithead,119,132866.000000000000,1369.6000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-31,,Pithead,17,34860.000000000000,478.0100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-31,,Non-Pithead,119,132866.000000000000,1372.6500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-30,,Pithead,17,34860.000000000000,475.0900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-30,,Non-Pithead,119,132866.000000000000,1371.1800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-29,,Pithead,17,34860.000000000000,471.6600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-29,,Non-Pithead,119,132866.000000000000,1362.8600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-28,,Pithead,17,34860.000000000000,465.6000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-28,,Non-Pithead,119,132866.000000000000,1354.6300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-27,,Pithead,17,34860.000000000000,455.6900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-27,,Non-Pithead,119,132866.000000000000,1349.9400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-26,,Pithead,17,34860.000000000000,446.2100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-26,,Non-Pithead,119,132866.000000000000,1346.6200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-25,,Pithead,17,34860.000000000000,442.9400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-25,,Non-Pithead,119,132866.000000000000,1341.5900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-24,,Pithead,17,34860.000000000000,441.7300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-24,,Non-Pithead,119,132866.000000000000,1334.6000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-23,,Pithead,17,34860.000000000000,440.7800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-23,,Non-Pithead,119,132866.000000000000,1328.8200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-22,,Pithead,17,34860.000000000000,442.5600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-22,,Non-Pithead,119,132866.000000000000,1333.0800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-21,,Pithead,17,34860.000000000000,449.3200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-21,,Non-Pithead,119,132866.000000000000,1341.7200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-20,,Pithead,17,34860.000000000000,453.3200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-20,,Non-Pithead,119,132866.000000000000,1350.9100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-19,,Pithead,17,34860.000000000000,462.1600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-19,,Non-Pithead,119,132866.000000000000,1361.3200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-18,,Pithead,17,34860.000000000000,469.1800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-18,,Non-Pithead,119,132866.000000000000,1368.7900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-17,,Pithead,17,34860.000000000000,477.4300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-17,,Non-Pithead,119,132866.000000000000,1373.9000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-16,,Pithead,17,34860.000000000000,483.6900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-16,,Non-Pithead,119,132866.000000000000,1385.6700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-15,,Pithead,17,34860.000000000000,484.8400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-15,,Non-Pithead,119,132866.000000000000,1399.7000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-14,,Pithead,17,34860.000000000000,483.1600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-14,,Non-Pithead,119,132866.000000000000,1412.2600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-13,,Pithead,17,34860.000000000000,489.9000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-13,,Non-Pithead,119,132866.000000000000,1424.5100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-12,,Pithead,17,34860.000000000000,491.9200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-12,,Non-Pithead,119,132866.000000000000,1429.5200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-11,,Pithead,17,34860.000000000000,492.7900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-11,,Non-Pithead,119,132866.000000000000,1429.0300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-10,,Pithead,17,34860.000000000000,489.6100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-10,,Non-Pithead,119,132866.000000000000,1428.9500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-09,,Pithead,17,34860.000000000000,487.0700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-09,,Non-Pithead,119,132866.000000000000,1430.8900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-08,,Pithead,17,34860.000000000000,484.3700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-08,,Non-Pithead,119,132866.000000000000,1430.5100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-07,,Pithead,17,34860.000000000000,486.1800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-07,,Non-Pithead,119,132866.000000000000,1427.2300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-06,,Pithead,17,34860.000000000000,489.2300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-06,,Non-Pithead,119,132866.000000000000,1453.1600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-05,,Pithead,17,34860.000000000000,492.5400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-05,,Non-Pithead,118,131546.000000000000,1451.0200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-04,,Pithead,17,34860.000000000000,492.0500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-04,,Non-Pithead,118,131546.000000000000,1461.6600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-03,,Pithead,17,34860.000000000000,491.0300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-03,,Non-Pithead,118,131546.000000000000,1466.9000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-02,,Pithead,17,34860.000000000000,488.4400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-02,,Non-Pithead,118,131546.000000000000,1469.9900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-01,,Pithead,17,34860.000000000000,486.7500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-05-01,,Non-Pithead,118,131546.000000000000,1475.2200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-30,,Pithead,17,34860.000000000000,483.7900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-30,,Non-Pithead,118,131546.000000000000,1469.7000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-29,,Pithead,17,34860.000000000000,534.6000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-29,,Non-Pithead,118,131546.000000000000,1464.5300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-28,,Pithead,17,34860.000000000000,478.2500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-28,,Non-Pithead,118,131546.000000000000,1461.4000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-27,,Pithead,17,34860.000000000000,475.0100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-27,,Non-Pithead,118,131546.000000000000,1467.9400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-26,,Pithead,17,34860.000000000000,475.2600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-26,,Non-Pithead,118,131546.000000000000,1474.6400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-25,,Pithead,17,34860.000000000000,476.5500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-25,,Non-Pithead,118,131546.000000000000,1489.2900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-24,,Pithead,17,34860.000000000000,477.3900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-24,,Non-Pithead,118,131546.000000000000,1492.0500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-23,,Pithead,17,34860.000000000000,476.7600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-23,,Non-Pithead,118,131546.000000000000,1503.2200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-22,,Pithead,17,34860.000000000000,476.2500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-22,,Non-Pithead,118,131546.000000000000,1508.4900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-21,,Pithead,17,34860.000000000000,470.3900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-21,,Non-Pithead,118,131546.000000000000,1509.9100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-20,,Pithead,17,34860.000000000000,476.3100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-20,,Non-Pithead,118,131546.000000000000,1508.4700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-19,,Pithead,17,34860.000000000000,474.2100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-19,,Non-Pithead,118,131546.000000000000,1509.6200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-18,,Pithead,17,34860.000000000000,469.5800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-18,,Non-Pithead,118,131546.000000000000,1509.9400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-17,,Pithead,17,34860.000000000000,465.9800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-17,,Non-Pithead,118,131546.000000000000,1523.9200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-16,,Pithead,17,34860.000000000000,464.8600000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-16,,Non-Pithead,118,131546.000000000000,1531.5200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-15,,Pithead,17,34860.000000000000,462.7300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-15,,Non-Pithead,118,131546.000000000000,1539.6800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-14,,Pithead,17,34860.000000000000,459.7500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-14,,Non-Pithead,118,129956.000000000000,1547.7500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-13,,Pithead,17,34860.000000000000,455.3900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-13,,Non-Pithead,118,129956.000000000000,1549.7500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-12,,Pithead,17,34860.000000000000,454.7000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-12,,Non-Pithead,118,129956.000000000000,1553.3800000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-11,,Pithead,17,34860.000000000000,453.8300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-11,,Non-Pithead,118,129956.000000000000,1547.1700000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-10,,Pithead,17,34860.000000000000,534.0100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-10,,Non-Pithead,118,129956.000000000000,1537.9200000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-09,,Pithead,17,34860.000000000000,452.7100000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-09,,Non-Pithead,118,129956.000000000000,1528.8000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-08,,Pithead,17,34860.000000000000,456.4900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-08,,Non-Pithead,118,129956.000000000000,1516.2000000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-07,,Pithead,17,34860.000000000000,458.7500000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-07,,Non-Pithead,118,129956.000000000000,1500.3300000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-06,,Pithead,17,34860.000000000000,467.7400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-06,,Non-Pithead,118,129956.000000000000,1468.1900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-05,,Pithead,17,34860.000000000000,467.7400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-05,,Non-Pithead,118,129956.000000000000,1468.1900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-04,,Pithead,17,34860.000000000000,467.7400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-04,,Non-Pithead,118,129956.000000000000,1468.1900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-03,,Pithead,17,34860.000000000000,467.7400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-03,,Non-Pithead,118,129956.000000000000,1468.1900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-02,,Pithead,17,34860.000000000000,467.7400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-02,,Non-Pithead,118,129956.000000000000,1468.1900000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-01,,Pithead,17,34860.000000000000,467.7400000000000000,,,,
"Calendar Year (Jan - Dec), 2021",2021-04-01,,Non-Pithead,118,129956.000000000000,1468.1900000000000000,,,,
